Data;Regional;UC;Familias1;Produtos;Producao;Unidade;V.Total;;;
2016-2017;Negro Amazonas;Florest de Maues;1;Guarana;210;Kg;4410;;;
2016-2017;Negro Amazonas;Florest de Maues;1;Guarana;8;Kg;168;;;
2016-2017;Negro Amazonas;Florest de Maues;1;Guarana;120;Kg;3900;;;
2016-2017;Negro Amazonas;Florest de Maues;1;Guarana;8;Kg;100;;;
2016-2017;Negro Amazonas;Florest de Maues;1;Guarana;7;Kg;147;;;
2016-2017;Negro Amazonas;Florest de Maues;1;Guarana;;;0;;;
2016-2017;Negro Amazonas;Florest de Maues;1;Guarana;50;Kg;600;;;
2016-2017;Negro Amazonas;Florest de Maues;1;Guarana;5;Kg;105;;;
2016-2017;Negro Amazonas;Florest de Maues;1;Guarana;20;Kg;440;;;
2016-2017;Negro Amazonas;Florest de Maues;1;Guarana;100;Kg;2400;;;
2016-2017;Negro Amazonas;Florest de Maues;1;Guarana;15;Kg;264;;;
2016-2017;Negro Amazonas;Florest de Maues;1;Guarana;10;Kg;100;;;
2016-2017;Negro Amazonas;Florest de Maues;1;Guarana;30;Kg;600;;;
2016-2017;Negro Amazonas;Florest de Maues;1;Guarana;120;Kg;3960;;;
2016-2017;Negro Amazonas;Florest de Maues;1;Guarana;20;Kg;440;;;
2016-2017;Negro Amazonas;Florest de Maues;1;Guarana;49;Kg;1078;;;
2016-2017;Negro Amazonas;Florest de Maues;1;Guarana;60;Kg;1320;;;
2016-2017;Negro Amazonas;Florest de Maues;1;Guarana;60;Kg;1250;;;
2016-2017;Negro Amazonas;Florest de Maues;1;Guarana;102;Kg;2040;;;
2016-2017;Negro Amazonas;Florest de Maues;1;Guarana;30;Kg;600;;;
2016-2017;Negro Amazonas;Florest de Maues;1;Guarana;10;Kg;250;;;
2016-2017;Negro Amazonas;Florest de Maues;1;Guarana;70;Kg;1540;;;
2016-2017;Negro Amazonas;Florest de Maues;1;Guarana;60;Kg;1320;;;
2016-2017;Negro Amazonas;Florest de Maues;1;Guarana;50;Kg;1050;;;
2016-2017;Negro Amazonas;Florest de Maues;1;Guarana;50;Kg;840;;;
2016-2017;Negro Amazonas;Florest de Maues;1;Guarana;30;Kg;630;;;
2016-2017;Negro Amazonas;Florest de Maues;1;Guarana;150;Kg;3150;;;
2016-2017;Negro Amazonas;Florest de Maues;1;Guarana;5;Kg;110;;;
2016-2017;Negro Amazonas;Florest de Maues;1;Guarana;10;Kg;220;;;
2016-2017;Negro Amazonas;RDS do Uatuma;1;Guarana;8;Kg;160;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;7;Turismo;;;44115;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;20;Turismo;;;10747;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Turismo;;;0;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;5;Turismo;;;2400;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Turismo;;;1200;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;4;Turismo;;;3200;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;4;Turismo;;;0;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;10;Artesanato;444;;6422;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;9;Artesanato;190;;3357;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Artesanato;0;;0;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;6;Artesanato;484;;5825;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Artesanato;0;;0;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;5;Artesanato;523;;8645;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;6;Artesanato;118;;1200;;;
;Madeira;RDS do Juma;1;Banana;30;Cacho;180;;;
;Madeira;RDS do Juma;1;Banana;10;Cacho;0;;;
;Madeira;RDS do Juma;1;Banana;50;Cacho;540;;;
;Madeira;RDS do Juma;1;Banana;50;Cacho;540;;;
12/10/2016;Madeira;RDS do Juma;1;Banana;200;Cacho;1150;;;
10/10/2016;Madeira;RDS do Juma;1;Banana;500;Cacho;3750;;;
10/10/2016;Madeira;RDS do Juma;1;Banana;500;Cacho;3750;;;
;Madeira;RDS do Juma;1;Banana;200;Cacho;2700;;;
;Madeira;RDS do Juma;1;Banana;200;Cacho;1080;;;
;Madeira;RDS do Juma;1;Banana;20;Cacho;0;;;
;Madeira;RDS do Juma;1;Banana;6;Cacho;0;;;
;Madeira;RDS do Juma;1;Banana;45;Cacho;0;;;
;Madeira;RDS do Juma;1;Banana;15;Cacho;150;;;
;Madeira;RDS do Juma;1;Banana;20;Cacho;200;;;
;Madeira;RDS do Juma;1;Banana;20;Cacho;450;;;
;Madeira;RDS do Juma;1;Banana;20;Cacho;0;;;
01/12/2016;Madeira;RDS do Juma;1;Banana;150;Cacho;1200;;;
;Madeira;RDS do Juma;1;Banana;200;Cacho;3420;;;
;Madeira;RDS do Juma;1;Banana;100;Cacho;900;;;
;Madeira;RDS do Juma;1;Banana;500;Cacho;4800;;;
06/11/2016;Madeira;RDS do Juma;1;Banana;10;Cacho;0;;;
;Madeira;RDS do Juma;1;Banana;20;Cacho;150;;;
;Madeira;RDS do Juma;1;Banana;30;Cacho;250;;;
;Madeira;RDS do Juma;1;Banana;20;Cacho;250;;;
;Madeira;RDS do Juma;1;Banana;15;Cacho;0;;;
;Madeira;RDS do Juma;1;Banana;10;Cacho;0;;;
;Madeira;RDS do Juma;1;Banana;15;Cacho;0;;;
;Madeira;RDS do Juma;1;Banana;4;Cacho;0;;;
05/10/2016;Madeira;RDS do Juma;1;Banana;10;Cacho;0;;;
08/12/2016;Madeira;RDS do Amapa;1;Banana;130;Cacho;2500;;;
08/12/2016;Madeira;RDS do Amapa;1;Banana;50;Cacho;900;;;
08/12/2016;Madeira;RDS do Amapa;1;Banana;50;Cacho;960;;;
10/12/2016;Madeira;RDS do Amapa;1;Banana;550;Cacho;10000;;;
10/12/2016;Madeira;RDS do Amapa;1;Banana;300;Cacho;5800;;;
10/12/2016;Madeira;RDS do Amapa;1;Banana;800;Cacho;15800;;;
10/12/2016;Madeira;RDS do Amapa;1;Banana;1220;Cacho;24000;;;
10/12/2016;Madeira;RDS do Amapa;1;Banana;700;Cacho;14000;;;
08/12/2016;Madeira;RDS do Amapa;1;Banana;80;Cacho;1600;;;
08/12/2016;Madeira;RDS do Amapa;1;Banana;100;Cacho;1440;;;
08/12/2016;Madeira;RDS do Amapa;1;Banana;300;Cacho;4350;;;
08/12/2016;Madeira;RDS do Amapa;1;Banana;10;Cacho;160;;;
08/12/2016;Madeira;RDS do Amapa;1;Banana;200;Cacho;4000;;;
08/12/2016;Madeira;RDS do Amapa;1;Banana;90;Cacho;1800;;;
08/12/2016;Madeira;RDS do Amapa;1;Banana;10;Lata;2000;;;
11/12/2016;Madeira;RDS do Amapa;1;Banana;80;Cacho;1950;;;
11/12/2016;Madeira;RDS do Amapa;1;Banana;70;Cacho;1950;;;
11/12/2016;Madeira;RDS do Amapa;1;Banana;70;Cacho;1120;;;
11/12/2016;Madeira;RDS do Amapa;1;Banana;50;Cacho;600;;;
11/12/2016;Madeira;RDS do Amapa;1;Banana;150;Cacho;2175;;;
11/12/2016;Madeira;RDS do Amapa;1;Banana;60;Cacho;405;;;
11/12/2016;Madeira;RDS do Amapa;1;Banana;800;Cacho;12000;;;
11/12/2016;Madeira;RDS do Amapa;1;Banana;30;Cacho;405;;;
11/12/2016;Madeira;RDS do Amapa;1;Banana;40;Cacho;480;;;
11/12/2016;Madeira;RDS do Amapa;1;Banana;150;Cacho;2175;;;
11/12/2016;Madeira;RDS do Amapa;1;Banana;150;Cacho;2210;;;
28/09/2016;Madeira;RDS do Amapa;1;Banana;160;Cacho;2600;;;
20/09/2016;Madeira;RDS do Amapa;1;Banana;1000;Cacho;18000;;;
09/10/2016;Madeira;RDS do Amapa;1;Banana;100;Cacho;1500;;;
28/09/2016;Madeira;RDS do Amapa;1;Banana;200;Cacho;2550;;;
30/09/2016;Madeira;RDS do Amapa;1;Banana;300;Cacho;10150;;;
28/09/2016;Madeira;RDS do Amapa;1;Banana;10;Cacho;120;;;
29/09/2016;Madeira;RDS do Amapa;1;Banana;10;Cacho;200;;;
26/09/2016;Madeira;RDS do Amapa;1;Banana;10;Cacho;160;;;
29/09/2016;Madeira;RDS do Amapa;1;Banana;500;Cacho;9000;;;
30/09/2016;Madeira;RDS do Amapa;1;Banana;100;Cacho;1200;;;
24/09/2016;Madeira;RDS do Amapa;1;Banana;450;Cacho;8600;;;
29/09/2016;Madeira;RDS do Amapa;1;Banana;1200;Cacho;24000;;;
27/09/2016;Madeira;RDS do Amapa;1;Banana;100;Cacho;1600;;;
24/09/2016;Madeira;RDS do Amapa;1;Banana;1100;Cacho;35000;;;
27/09/2016;Madeira;RDS do Amapa;1;Banana;20;Cacho;400;;;
29/09/2016;Madeira;RDS do Amapa;1;Banana;100;Cacho;2000;;;
29/09/2016;Madeira;RDS do Amapa;1;Banana;1000;Cacho;35000;;;
30/09/2016;Madeira;RDS do Amapa;1;Banana;200;Cacho;2925;;;
06/10/2016;Madeira;RDS do Amapa;1;Banana;500;Cacho;6750;;;
29/09/2016;Madeira;RDS do Amapa;1;Banana;100;Cacho;1800;;;
29/09/2016;Madeira;RDS do Amapa;1;Banana;120;Cacho;2200;;;
26/09/2016;Madeira;RDS do Amapa;1;Banana;320;Cacho;4480;;;
26/09/2016;Madeira;RDS do Amapa;1;Banana;360;Cacho;4900;;;
26/09/2016;Madeira;RDS do Amapa;1;Banana;200;Cacho;2800;;;
26/09/2016;Madeira;RDS do Amapa;1;Banana;300;Cacho;4200;;;
20/09/2016;Madeira;RDS do Amapa;1;Banana;600;Cacho;7700;;;
26/09/2016;Madeira;RDS do Amapa;1;Banana;450;Cacho;6300;;;
26/09/2016;Madeira;RDS do Amapa;1;Banana;900;Cacho;11700;;;
26/09/2016;Madeira;RDS do Amapa;1;Banana;360;Cacho;5040;;;
26/09/2016;Madeira;RDS do Amapa;1;Banana;230;Cacho;3220;;;
26/09/2016;Madeira;RDS do Amapa;1;Banana;80;Cacho;1360;;;
26/09/2016;Madeira;RDS do Amapa;1;Banana;820;Cacho;11480;;;
;Madeira;RDS do Madeira;1;Banana;200;Cacho;4750;;;
;Madeira;RDS do Madeira;1;Banana;100;Cacho;2250;;;
;Madeira;RDS do Madeira;1;Banana;150;Cacho;3500;;;
;Madeira;RDS do Madeira;1;Banana;100;Cacho;2250;;;
;Madeira;RDS do Madeira;1;Banana;250;Cacho;5500;;;
;Madeira;RDS do Madeira;1;Banana;250;Cacho;6000;;;
;Madeira;RDS do Madeira;1;Banana;300;Cacho;7250;;;
;Madeira;RDS do Madeira;1;Banana;100;Cacho;2250;;;
;Madeira;RDS do Madeira;1;Banana;150;Cacho;3500;;;
;Madeira;RDS do Madeira;1;Banana;150;Cacho;3500;;;
;Madeira;RDS do Madeira;1;Banana;200;Cacho;4750;;;
;Madeira;RDS do Madeira;1;Banana;150;Cacho;3500;;;
;Madeira;RDS do Madeira;1;Banana;100;Cacho;2250;;;
25/09/2016;Madeira;RDS do Madeira;1;Banana;40;Cacho;100;;;
27/09/2016;Madeira;RDS do Madeira;1;Banana;200;Cacho;0;;;
29/09/2016;Madeira;RDS do Madeira;1;Banana;150;Cacho;2000;;;
24/09/2016;Madeira;RDS do Madeira;1;Banana;800;Cacho;18750;;;
24/09/2016;Madeira;RDS do Madeira;1;Banana;150;Cacho;2500;;;
06/10/2016;Madeira;RDS do Madeira;1;Banana;250;Cacho;6000;;;
06/10/2016;Madeira;RDS do Madeira;1;Banana;600;Cacho;12000;;;
06/10/2016;Madeira;RDS do Madeira;1;Banana;100;Cacho;2000;;;
06/10/2016;Madeira;RDS do Madeira;1;Banana;120;Cacho;2400;;;
;Madeira;RDS do Madeira;1;Banana;280;Cacho;6250;;;
;Madeira;RDS do Madeira;1;Banana;150;Cacho;3500;;;
;Madeira;RDS do Madeira;1;Banana;500;Cacho;10000;;;
;Madeira;RDS do Madeira;1;Banana;600;Cacho;11000;;;
06/10/2016;Madeira;RDS do Madeira;1;Banana;250;Cacho;5000;;;
06/10/2016;Madeira;RDS do Madeira;1;Banana;150;Cacho;3000;;;
;Madeira;RDS do Madeira;1;Banana;100;Cacho;2500;;;
06/10/2016;Madeira;RDS do Madeira;1;Banana;250;Cacho;5000;;;
27/09/2016;Madeira;RDS do Madeira;1;Banana;100;Cacho;2500;;;
29/09/2016;Madeira;RDS do Madeira;1;Banana;10;Cacho;0;;;
;Madeira;RDS do Madeira;1;Banana;500;Cacho;15000;;;
28/09/2016;Madeira;RDS do Madeira;1;Banana;60;Cacho;1320;;;
;Madeira;RDS do Madeira;1;Banana;800;Cacho;18750;;;
27/09/2016;Madeira;RDS do Madeira;1;Banana;500;Unidade;15000;;;
07/12/2016;Madeira;RDS do Madeira;1;Banana;50;Cacho;1100;;;
07/12/2016;Madeira;RDS do Madeira;1;Banana;200;Cacho;3000;;;
07/12/2016;Madeira;RDS do Madeira;1;Banana;20;Cacho;300;;;
07/12/2016;Madeira;RDS do Madeira;1;Banana;10;Cacho;0;;;
07/12/2016;Madeira;RDS do Madeira;1;Banana;1000;Cacho;20000;;;
07/12/2016;Madeira;RDS do Madeira;1;Banana;20;Cacho;400;;;
26/09/2016;Madeira;RDS do Madeira;1;Banana;5;Cacho;0;;;
07/12/2016;Madeira;RDS do Madeira;1;Banana;30;Cacho;480;;;
;Madeira;RDS do Madeira;1;Banana;400;Cacho;8000;;;
;Madeira;RDS do Madeira;1;Banana;400;Cacho;8750;;;
28/09/2016;Madeira;RDS do Madeira;1;Banana;200;Cacho;4750;;;
;Madeira;RDS do Madeira;1;Banana;100;Cacho;1800;;;
29/09/2016;Madeira;RDS do Madeira;1;Banana;30;Cacho;625;;;
05/12/2016;Madeira;RDS do Madeira;1;Banana;140;Cacho;2800;;;
24/09/2016;Madeira;RDS do Madeira;1;Banana;30;Cacho;625;;;
24/09/2016;Madeira;RDS do Madeira;1;Banana;150;Cacho;3000;;;
;Madeira;RDS do Madeira;1;Banana;400;Cacho;9500;;;
26/09/2016;Madeira;RDS do Madeira;1;Banana;200;Cacho;4500;;;
26/09/2016;Madeira;RDS do Madeira;1;Banana;200;Cacho;4750;;;
27/09/2016;Madeira;RDS do Madeira;1;Banana;300;Cacho;6250;;;
28/09/2016;Madeira;RDS do Madeira;1;Banana;100;Cacho;2250;;;
28/09/2016;Madeira;RDS do Madeira;1;Banana;50;Cacho;1200;;;
28/09/2016;Madeira;RDS do Madeira;1;Banana;200;Cacho;4975;;;
28/09/2016;Madeira;RDS do Madeira;1;Banana;100;Cacho;2450;;;
28/09/2016;Madeira;RDS do Madeira;1;Banana;40;Cacho;975;;;
28/09/2016;Madeira;RDS do Madeira;1;Banana;150;Saco;3250;;;
23/09/2016;Madeira;RDS do Madeira;1;Banana;100;Cacho;2250;;;
26/09/2016;Madeira;RDS do Madeira;1;Banana;800;Cacho;15000;;;
28/09/2016;Madeira;RDS do Madeira;1;Banana;450;Cacho;11225;;;
28/09/2016;Madeira;RDS do Madeira;1;Banana;50;Cacho;1225;;;
27/09/2016;Madeira;RDS do Madeira;1;Banana;100;Cacho;2425;;;
;Madeira;RDS do Madeira;1;Banana;150;Cacho;3725;;;
07/10/2016;Madeira;RDS do Madeira;1;Banana;80;Cacho;1975;;;
07/10/2016;Madeira;RDS do Madeira;1;Banana;500;Cacho;12250;;;
24/09/2016;Madeira;RDS do Madeira;1;Banana;1000;Cacho;20000;;;
25/09/2016;Madeira;RDS do Madeira;1;Banana;900;Cacho;18000;;;
25/09/2016;Madeira;RDS do Madeira;1;Banana;150;Cacho;2980;;;
25/09/2016;Madeira;RDS do Madeira;1;Banana;500;Cacho;10000;;;
25/09/2016;Madeira;RDS do Madeira;1;Banana;500;Cacho;9000;;;
25/09/2016;Madeira;RDS do Madeira;1;Banana;700;Cacho;14000;;;
25/09/2016;Madeira;RDS do Madeira;1;Banana;800;Cacho;16000;;;
25/09/2016;Madeira;RDS do Madeira;1;Banana;500;Cacho;10000;;;
25/09/2016;Madeira;RDS do Madeira;1;Banana;150;Cacho;3000;;;
25/09/2016;Madeira;RDS do Madeira;1;Banana;500;Cacho;10000;;;
;Madeira;RDS do Madeira;1;Banana;50;Cacho;1000;;;
30/09/2016;Madeira;RDS do Madeira;1;Banana;50;Cacho;1000;;;
01/10/2016;Madeira;RDS do Madeira;1;Banana;500;Cacho;10000;;;
30/09/2016;Madeira;RDS do Madeira;1;Banana;50;Cacho;1000;;;
09/09/2016;Madeira;RDS do Madeira;1;Banana;500;Cacho;12000;;;
29/09/2016;Madeira;RDS do Madeira;1;Banana;300;Cacho;7000;;;
22/09/2016;Madeira;RDS do Madeira;1;Banana;800;Cacho;19000;;;
30/09/2016;Madeira;RDS do Madeira;1;Banana;800;Cacho;19000;;;
07/11/2016;Madeira;RDS do Madeira;1;Banana;120;Cacho;1955;;;
16/10/2016;Madeira;RDS do Madeira;1;Banana;120;Cacho;1955;;;
;Madeira;RDS do Madeira;1;Banana;70;Cacho;1500;;;
07/11/2016;Madeira;RDS do Madeira;1;Banana;120;Cacho;1955;;;
07/10/2016;Madeira;RDS do Madeira;1;Banana;120;Cacho;1955;;;
23/09/2016;Madeira;RDS do Madeira;1;Banana;300;Cacho;7000;;;
;Madeira;RDS do Madeira;1;Banana;300;Cacho;4350;;;
;Madeira;RDS do Madeira;1;Banana;50;Cacho;816;;;
;Madeira;RDS do Madeira;1;Banana;10;Cacho;150;;;
29/09/2016;Madeira;RDS do Madeira;1;Banana;10;Cacho;160;;;
29/09/2016;Madeira;RDS do Madeira;1;Banana;50;Cacho;900;;;
29/09/2016;Madeira;RDS do Madeira;1;Banana;80;Cacho;1343;;;
29/09/2016;Madeira;RDS do Madeira;1;Banana;10;Cacho;180;;;
;Madeira;RDS do Madeira;1;Banana;20;Cacho;360;;;
;Madeira;RDS do Madeira;1;Banana;30;Cacho;510;;;
;Madeira;RDS do Madeira;1;Banana;40;Cacho;680;;;
29/09/2016;Madeira;RDS do Madeira;1;Banana;15;Cacho;300;;;
;Madeira;RDS do Madeira;1;Banana;10;Cacho;140;;;
;Madeira;RDS do Madeira;1;Banana;10;Cacho;180;;;
29/09/2016;Madeira;RDS do Madeira;1;Banana;20;Cacho;342;;;
;Madeira;RDS do Madeira;1;Banana;10;Cacho;80;;;
;Madeira;RDS do Madeira;1;Banana;20;Cacho;40;;;
;Madeira;RDS do Madeira;1;Banana;120;Cacho;1870;;;
24/09/2016;Madeira;RDS do Madeira;1;Banana;50;Cacho;1000;;;
01/10/2016;Madeira;RDS do Madeira;1;Banana;20;Cacho;500;;;
01/10/2016;Madeira;RDS do Madeira;1;Banana;40;Cacho;1000;;;
;Madeira;RDS do Madeira;1;Banana;75;Cacho;1875;;;
01/10/2016;Madeira;RDS do Madeira;1;Banana;25;Cacho;625;;;
01/10/2016;Madeira;RDS do Madeira;1;Banana;30;Cacho;750;;;
01/10/2016;Madeira;RDS do Madeira;1;Banana;25;Cacho;625;;;
;Madeira;RDS do Madeira;1;Banana;30;Cacho;750;;;
;Madeira;RDS do Madeira;1;Banana;30;Cacho;750;;;
16/10/2016;Madeira;RDS do Madeira;1;Banana;520;Cacho;7800;;;
03/10/2016;Madeira;RDS do Madeira;1;Banana;6;Cacho;60;;;
03/10/2016;Madeira;RDS do Madeira;1;Banana;50;Cacho;600;;;
03/10/2016;Madeira;RDS do Madeira;1;Banana;30;Cacho;300;;;
;Madeira;RDS do Madeira;1;Banana;20;Cacho;0;;;
06/10/2016;Madeira;RDS do Madeira;1;Banana;8;Cacho;60;;;
03/10/2016;Madeira;RDS do Madeira;1;Banana;7;Cacho;0;;;
03/10/2016;Madeira;RDS do Madeira;1;Banana;830;Cacho;12000;;;
23/09/2016;Madeira;RDS do Madeira;1;Banana;4;Cacho;0;;;
03/10/2016;Madeira;RDS do Madeira;1;Banana;60;Cacho;1200;;;
03/10/2016;Madeira;RDS do Madeira;1;Banana;4;Cacho;60;;;
03/10/2016;Madeira;RDS do Madeira;1;Banana;80;Cacho;1200;;;
03/10/2016;Madeira;RDS do Madeira;1;Banana;200;Cacho;2250;;;
29/09/2016;Madeira;RDS do Madeira;1;Banana;20;Cacho;225;;;
29/09/2016;Madeira;RDS do Madeira;1;Banana;20;Cacho;225;;;
29/09/2016;Madeira;RDS do Madeira;1;Banana;6;Cacho;60;;;
29/09/2016;Madeira;RDS do Madeira;1;Banana;10;Cacho;0;;;
29/09/2016;Madeira;RDS do Madeira;1;Banana;50;Cacho;800;;;
29/09/2016;Madeira;RDS do Madeira;1;Banana;150;Cacho;3250;;;
29/09/2016;Madeira;RDS do Madeira;1;Banana;40;Cacho;875;;;
29/09/2016;Madeira;RDS do Madeira;1;Banana;220;Cacho;600;;;
29/09/2016;Madeira;RDS do Madeira;1;Banana;200;Cacho;4000;;;
29/09/2016;Madeira;RDS do Madeira;1;Banana;1000;Cacho;28500;;;
29/09/2016;Madeira;RDS do Madeira;1;Banana;20;Cacho;400;;;
29/09/2016;Madeira;RDS do Madeira;1;Banana;1000;Cacho;19000;;;
29/09/2016;Madeira;RDS do Madeira;1;Banana;700;Cacho;21000;;;
29/09/2016;Madeira;RDS do Madeira;1;Banana;5;Cacho;0;;;
29/09/2016;Madeira;RDS do Madeira;1;Banana;100;Cacho;1500;;;
29/09/2016;Madeira;RDS do Madeira;1;Banana;10;Cacho;80;;;
29/09/2016;Madeira;RDS do Madeira;1;Banana;50;Cacho;1250;;;
29/09/2016;Madeira;RDS do Madeira;1;Banana;10;Cacho;0;;;
29/09/2016;Madeira;RDS do Madeira;1;Banana;10;Cacho;0;;;
29/09/2016;Madeira;RDS do Madeira;1;Banana;30;Cacho;160;;;
29/09/2016;Madeira;RDS do Madeira;1;Banana;5;Cacho;0;;;
29/09/2016;Madeira;RDS do Madeira;1;Banana;5;Cacho;0;;;
09/10/2016;Madeira;RDS do Madeira;1;Banana;170;Cacho;2700;;;
09/10/2016;Madeira;RDS do Madeira;1;Banana;125;Cacho;2160;;;
09/10/2016;Madeira;RDS do Madeira;1;Banana;55;Cacho;1250;;;
09/10/2016;Madeira;RDS do Madeira;1;Banana;65;Cacho;1080;;;
09/10/2016;Madeira;RDS do Madeira;1;Banana;35;Cacho;540;;;
09/10/2016;Madeira;RDS do Madeira;1;Banana;15;Cacho;180;;;
09/10/2016;Madeira;RDS do Madeira;1;Banana;45;Cacho;720;;;
09/10/2016;Madeira;RDS do Madeira;1;Banana;10;Cacho;144;;;
09/10/2016;Madeira;RDS do Madeira;1;Banana;55;Cacho;900;;;
09/10/2016;Madeira;RDS do Madeira;1;Banana;35;Cacho;540;;;
09/10/2016;Madeira;RDS do Madeira;1;Banana;68;Cacho;1500;;;
29/10/2016;Madeira;RDS do Madeira;1;Banana;28;Cacho;500;;;
09/10/2016;Madeira;RDS do Madeira;1;Banana;45;Cacho;720;;;
09/10/2016;Madeira;RDS do Madeira;1;Banana;110;Cacho;1800;;;
;Madeira;RDS do Madeira;1;Banana;65;Cacho;1500;;;
29/09/2016;Madeira;RDS do Madeira;1;Banana;20;Cacho;500;;;
09/29/2016;Madeira;RDS do Madeira;1;Banana;75;Cacho;1260;;;
09/10/2016;Madeira;RDS do Madeira;1;Banana;11;Cacho;180;;;
09/10/2016;Madeira;RDS do Madeira;1;Banana;25;Cacho;360;;;
09/10/2016;Madeira;RDS do Madeira;1;Banana;25;Cacho;360;;;
09/10/2016;Madeira;RDS do Madeira;1;Banana;45;Cacho;720;;;
09/10/2016;Madeira;RDS do Madeira;1;Banana;520;Cacho;9000;;;
09/10/2016;Madeira;RDS do Madeira;1;Banana;65;Cacho;1080;;;
09/10/2016;Madeira;RDS do Madeira;1;Banana;25;Cacho;360;;;
09/10/2016;Madeira;RDS do Madeira;1;Banana;110;Cacho;2000;;;
09/10/2016;Madeira;RDS do Madeira;1;Banana;66;Cacho;1080;;;
17/12/2016;Madeira;RDS do Madeira;1;Banana;300;Cacho;3750;;;
17/12/2016;Madeira;RDS do Madeira;1;Banana;70;Cacho;1000;;;
26/12/2016;Madeira;RDS do Madeira;1;Banana;20;Cacho;300;;;
;Madeira;RDS do Madeira;1;Banana;100;Cacho;1200;;;
22/12/2016;Madeira;RDS do Madeira;1;Banana;40;Cacho;440;;;
22/12/2016;Madeira;RDS do Madeira;1;Banana;30;Cacho;200;;;
10/12/2016;Madeira;RDS do Madeira;1;Banana;26;Cacho;0;;;
17/12/2016;Madeira;RDS do Madeira;1;Banana;200;Cacho;3500;;;
;Madeira;RDS do Madeira;1;Banana;15;Cacho;200;;;
11/12/2016;Madeira;RDS do Madeira;1;Banana;130;Cacho;2500;;;
14/12/2016;Madeira;RDS do Madeira;1;Banana;200;Cacho;3000;;;
;Madeira;RDS do Madeira;1;Banana;10;Cacho;120;;;
;Madeira;RDS do Madeira;1;Banana;15;Cacho;300;;;
18/12/2016;Madeira;RDS do Madeira;1;Banana;100;Cacho;2000;;;
;Madeira;RDS do Madeira;1;Banana;8;Cacho;120;;;
;Madeira;RDS do Madeira;1;Banana;35;Cacho;600;;;
13/12/2016;Madeira;RDS do Madeira;1;Banana;10;Cacho;60;;;
13/12/2106;Madeira;RDS do Madeira;1;Banana;20;Cacho;100;;;
;Madeira;RDS do Madeira;1;Banana;10;Cacho;160;;;
;Madeira;RDS do Madeira;1;Banana;50;Cacho;320;;;
;Madeira;RDS do Madeira;1;Banana;50;Cacho;320;;;
;Madeira;RDS do Madeira;1;Banana;20;Cacho;170;;;
;Madeira;RDS do Madeira;1;Banana;10;Cacho;100;;;
;Madeira;RDS do Madeira;1;Banana;50;Cacho;600;;;
;Madeira;RDS do Madeira;1;Banana;30;Cacho;300;;;
;Madeira;RDS do Madeira;1;Banana;20;Cacho;200;;;
;Madeira;RDS do Madeira;1;Banana;50;Cacho;300;;;
;Madeira;RDS do Madeira;1;Banana;50;Cacho;300;;;
23/09/2016;Madeira;RDS do Madeira;1;Banana;300;Cacho;7000;;;
;Madeira;RDS do Madeira;1;Banana;50;Cacho;1250;;;
;Madeira;RDS do Madeira;1;Banana;60;Cacho;1020;;;
28/09/2016;Madeira;RDS do Madeira;1;Banana;500;Cacho;10000;;;
;Madeira;RDS do Madeira;1;Banana;30;Cacho;750;;;
28/09/2106;Madeira;RDS do Madeira;1;Banana;50;Cacho;1000;;;
28/09/2016;Madeira;RDS do Madeira;1;Banana;15;Cacho;270;;;
28/09/2016;Madeira;RDS do Madeira;1;Banana;30;Cacho;450;;;
28/09/2016;Madeira;RDS do Madeira;1;Banana;30;Cacho;900;;;
;Madeira;RDS do Madeira;1;Banana;100;Cacho;2500;;;
27/09/2016;Madeira;RDS do Madeira;1;Banana;100;Cacho;2500;;;
28/09/2016;Madeira;RDS do Madeira;1;Banana;12;Cacho;300;;;
28/09/2016;Madeira;RDS do Madeira;1;Banana;30;Cacho;750;;;
27/09/2016;Madeira;RDS do Madeira;1;Banana;50;Cacho;750;;;
27/09/2016;Madeira;RDS do Madeira;1;Banana;60;Cacho;1500;;;
27/09/2016;Madeira;RDS do Madeira;1;Banana;40;Cacho;1000;;;
27/09/2016;Madeira;RDS do Madeira;1;Banana;200;Cacho;5000;;;
28/09/2016;Madeira;RDS do Madeira;1;Banana;20;Cacho;500;;;
23/09/2016;Madeira;RDS do Madeira;1;Banana;100;Cacho;1800;;;
23/09/2016;Madeira;RDS do Madeira;1;Banana;120;Cacho;3000;;;
05/06/2017;Jurua Jutai;RDS Uacari;13;Oleos;100;Latas;1500;;;
07/06/2017;Jurua Jutai;RDS Uacari;15;Oleos;50;Latas;750;;;
07/06/2017;Jurua Jutai;RDS Uacari;32;Oleos;30;Latas;14400;;;
